Comunidades y Ciudades Autónomas;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T3;5,1
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T2;4,45
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T1;4,77
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T4;4,8
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T3;4,89
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T2;4,69
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T1;4,67
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T4;5,2
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T3;5,04
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T2;4,76
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T1;4,77
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T4;4,76
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T3;4,9
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T2;4,55
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T1;4,52
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T4;4,88
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T3;4,88
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T2;4,58
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T1;4,66
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T4;4,58
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T3;4,63
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T2;4,32
01 Andalucía;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T1;4,37
01 Andalucía;Industria;Coste laboral total por hora;2026T1;22,9
01 Andalucía;Industria;Coste laboral total por hora;2025T4;24,38
01 Andalucía;Industria;Coste laboral total por hora;2025T3;25,93
01 Andalucía;Industria;Coste laboral total por hora;2025T2;23,45
01 Andalucía;Industria;Coste laboral total por hora;2025T1;21,88
01 Andalucía;Industria;Coste laboral total por hora;2024T4;23,36
01 Andalucía;Industria;Coste laboral total por hora;2024T3;24,45
01 Andalucía;Industria;Coste laboral total por hora;2024T2;22,24
01 Andalucía;Industria;Coste laboral total por hora;2024T1;21,83
01 Andalucía;Industria;Coste laboral total por hora;2023T4;22,83
01 Andalucía;Industria;Coste laboral total por hora;2023T3;22,81
01 Andalucía;Industria;Coste laboral total por hora;2023T2;21,44
01 Andalucía;Industria;Coste laboral total por hora;2023T1;20,08
01 Andalucía;Industria;Coste laboral total por hora;2022T4;21,39
01 Andalucía;Industria;Coste laboral total por hora;2022T3;21,86
01 Andalucía;Industria;Coste laboral total por hora;2022T2;20,84
01 Andalucía;Industria;Coste laboral total por hora;2022T1;19,14
01 Andalucía;Industria;Coste laboral total por hora;2021T4;20,58
01 Andalucía;Industria;Coste laboral total por hora;2021T3;21,26
01 Andalucía;Industria;Coste laboral total por hora;2021T2;20,53
01 Andalucía;Industria;Coste laboral total por hora;2021T1;19,13
01 Andalucía;Industria;Coste laboral total por hora;2020T4;20,82
01 Andalucía;Industria;Coste laboral total por hora;2020T3;20,52
01 Andalucía;Industria;Coste laboral total por hora;2020T2;20,99
01 Andalucía;Industria;Coste laboral total por hora;2020T1;18,37
01 Andalucía;Industria;Coste laboral total por hora;2019T4;19,91
01 Andalucía;Industria;Coste laboral total por hora;2019T3;20,55
01 Andalucía;Industria;Coste laboral total por hora;2019T2;19,94
01 Andalucía;Industria;Coste laboral total por hora;2019T1;18,24
01 Andalucía;Industria;Coste laboral total por hora;2018T4;20,24
01 Andalucía;Industria;Coste laboral total por hora;2018T3;20,75
01 Andalucía;Industria;Coste laboral total por hora;2018T2;19,41
01 Andalucía;Industria;Coste laboral total por hora;2018T1;19,02
01 Andalucía;Industria;Coste laboral total por hora;2017T4;20,44
01 Andalucía;Industria;Coste laboral total por hora;2017T3;20,03
01 Andalucía;Industria;Coste laboral total por hora;2017T2;20,01
01 Andalucía;Industria;Coste laboral total por hora;2017T1;18,47
01 Andalucía;Industria;Coste laboral total por hora;2016T4;20,43
01 Andalucía;Industria;Coste laboral total por hora;2016T3;20,57
01 Andalucía;Industria;Coste laboral total por hora;2016T2;19,07
01 Andalucía;Industria;Coste laboral total por hora;2016T1;19,34
01 Andalucía;Industria;Coste laboral total por hora;2015T4;21,09
01 Andalucía;Industria;Coste laboral total por hora;2015T3;20,86
01 Andalucía;Industria;Coste laboral total por hora;2015T2;19,93
01 Andalucía;Industria;Coste laboral total por hora;2015T1;18,94
01 Andalucía;Industria;Coste laboral total por hora;2014T4;21,04
01 Andalucía;Industria;Coste laboral total por hora;2014T3;20,77
01 Andalucía;Industria;Coste laboral total por hora;2014T2;20,11
01 Andalucía;Industria;Coste laboral total por hora;2014T1;18,64
01 Andalucía;Industria;Coste laboral total por hora;2013T4;20,75
01 Andalucía;Industria;Coste laboral total por hora;2013T3;21,04
01 Andalucía;Industria;Coste laboral total por hora;2013T2;19,23
01 Andalucía;Industria;Coste laboral total por hora;2013T1;19,38
01 Andalucía;Industria;Coste laboral total por hora;2012T4;20,3
01 Andalucía;Industria;Coste laboral total por hora;2012T3;20,22
01 Andalucía;Industria;Coste laboral total por hora;2012T2;19,44
01 Andalucía;Industria;Coste laboral total por hora;2012T1;18,37
01 Andalucía;Industria;Coste laboral total por hora;2011T4;20,26
01 Andalucía;Industria;Coste laboral total por hora;2011T3;19,35
01 Andalucía;Industria;Coste laboral total por hora;2011T2;18,16
01 Andalucía;Industria;Coste laboral total por hora;2011T1;17,63
01 Andalucía;Industria;Coste laboral total por hora;2010T4;20,2
01 Andalucía;Industria;Coste laboral total por hora;2010T3;18,82
01 Andalucía;Industria;Coste laboral total por hora;2010T2;18,35
01 Andalucía;Industria;Coste laboral total por hora;2010T1;17,37
01 Andalucía;Industria;Coste laboral total por hora;2009T4;19,29
01 Andalucía;Industria;Coste laboral total por hora;2009T3;18,61
01 Andalucía;Industria;Coste laboral total por hora;2009T2;17,7
01 Andalucía;Industria;Coste laboral total por hora;2009T1;16,83
01 Andalucía;Industria;Coste laboral total por hora;2008T4;18,39
