Sexo;Secciones y divisiones de la CNAE-09;Media y percentiles;Periodo;Total
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Media;2022;17.986,86
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 10;2022;4.568,79
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 25;2022;7.983,41
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 50;2022;14.283,2
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 75;2022;21.313,06
Hombres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 90;2022;32.721,85
Hombres;S Otros servicios;Media;2022;22.151,54
Hombres;S Otros servicios;Percentil 10;2022;7.583,4
Hombres;S Otros servicios;Percentil 25;2022;13.865,76
Hombres;S Otros servicios;Percentil 50;2022;18.722,84
Hombres;S Otros servicios;Percentil 75;2022;27.110
Hombres;S Otros servicios;Percentil 90;2022;39.631
Hombres;94 Actividades asociativas;Media;2022;25.788,86
Hombres;94 Actividades asociativas;Percentil 10;2022;7.353,2
Hombres;94 Actividades asociativas;Percentil 25;2022;14.000
Hombres;94 Actividades asociativas;Percentil 50;2022;22.940,23
Hombres;94 Actividades asociativas;Percentil 75;2022;34.148,14
Hombres;94 Actividades asociativas;Percentil 90;2022;46.740,62
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Media;2022;25.889,26
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 10;2022;14.601,47
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 25;2022;17.483,17
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 50;2022;22.178,8
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 75;2022;29.412,04
Hombres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 90;2022;42.543,51
Hombres;96 Otros servicios personales;Media;2022;17.374,8
Hombres;96 Otros servicios personales;Percentil 10;2022;7.314,16
Hombres;96 Otros servicios personales;Percentil 25;2022;12.523,64
Hombres;96 Otros servicios personales;Percentil 50;2022;14.998,36
Hombres;96 Otros servicios personales;Percentil 75;2022;20.340,04
Hombres;96 Otros servicios personales;Percentil 90;2022;28.492,6
