Tipo de jornada;Secciones de la CNAE-09;Componentes del coste;Periodo;Total
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2025T2;2.418,46
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2025T1;2.366,64
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2024T4;2.414,65
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2024T3;2.208,94
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2024T2;2.305,14
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2024T1;2.232,16
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2023T4;2.320,35
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2023T3;2.149,38
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2023T2;2.225,32
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2023T1;2.156,85
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2022T4;2.238,49
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2022T3;2.039,69
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2022T2;2.076,23
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2022T1;2.006,92
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2021T4;2.104,15
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2021T3;1.932,74
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2021T2;1.980,31
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2021T1;1.902,04
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2020T4;1.973,6
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2020T3;1.844,1
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2020T2;1.689,72
Ambas jornadas;H Transporte y almacenamiento;Coste salarial total;2020T1;1.945,29
